City,State,ZipCode,Country,change_name_City,change_name_State,change_name_ZipCode
Atlanta,GA,30305,US,Atlanta,GA,30305
Salt Lake City,UT,84111,US,Salt Lake City,UT,84111
Oshawa,ON,L1G 7A1,CA,Oshawa,ON,L1G 7A1
Ithaca,NY,14850,US,Ithaca,NY,14850
San Mateo,CA,94402,US,San Mateo,CA,94402
Modesto,CA,95354,US,Modesto,CA,95354
Los Angeles,CA,90095,US,Los Angeles,CA,90095
Santiago,Region Metropolitana,0,CL,Santiago,Region Metropolitana,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Widnes,England,WA8,GB,Widnes,England,WA8
Stirling,Stirlingshire,FK9 4NF,GB,Stirling,Stirlingshire,FK9 4NF
Not found,Not Found,0,US,N/A,N/A,N/A
Invermere,British Columbia,0,CA,Invermere,BC,N/A
Los Angeles,Not Found,91436,US,Los Angeles,N/A,91436
Hartford,CT,0,US,Hartford,CT,N/A
Manhattan,NY,10010,US,Manhattan,NY,10010
Portland,OR,97214,US,Portland,OR,97214
Murarrie,Qld,4172,AU,Murarrie,Qld,4172
Burlingame,CA,94010,US,Burlingame,CA,94010
Blue Bell,PA,19422,US,Blue Bell,PA,19422
Newmarket,ON,L3Y 3Y9,CA,Newmarket,ON,L3Y 3Y9
Saskatoon,Saskatchewan,S7N 1B2,CA,Saskatoon,Saskatchewan,S7N 1B2
Toronto,ON,M6J 2Y7,CA,Toronto,ON,M6J 2Y7
Indianapolis,Indiana,46204,US,Indianapolis,Indiana,46204
Atlanta,GA,30311,US,Atlanta,GA,30311
Manchester,Not Found,M15 6BH,GB,Manchester,N/A,M15 6BH
Not found,Not Found,0,US,N/A,N/A,N/A
Elizabethtown,NC,28337,US,Elizabeth,NC,28337
Dorking,England,RH5,GB,Dorking,England,RH5
New Orleans,Louisiana,0,US,New Orleans,Louisiana,N/A
Munich,BY,80636,DE,Munich,BY,80636
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Leeds,Leeds,LS8 5HS,GB,Leederville,Leeds,LS8 5HS
Chicago,IL,60611,US,Chicago,IL,60611
"Columbus, OH",Not Found,0,Not Available,Columbus,N/A,N/A
Ottawa,ON,K1P 5R7,CA,Ottawa,ON,K1P 5R7
New York,NY,10001,US,New York,NY,10001
Christchurch,Christchurch,0,NZ,Christchurch,Christchurch,N/A
Philadelphia,PA,0,US,Philadelphia,PA,N/A
Dublin 3,Dublin,3,IE,Dublin,Dublin,3
Acebo,EX,10857,ES,Acebo,EX,10857
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Berlin,Berlin,10179,DE,Berlin,Berlin,10179
Metairie,LA,70006,US,Metairie,LA,70006
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Cincinnati,OH,45236,US,Cincinnati,OH,45236
New Haven,CT,6511,US,New Haven,CT,6511
Pembroke,Ontario,K8A 0C8,CA,Pembroke,ON,K8A 0C8
Victoria,BC,0,CA,Victoria,BC,N/A
Austin,TX,78750,US,Austin,TX,78750
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Hillsboro,OH,45133,US,Hillsboro,OH,45133
Portlaoise,Not Found,0,IE,Portlaoise,N/A,N/A
Colorado Springs,CO,80921,US,Colorado Springs,CO,80921
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Totowa,NJ,7512,US,Totowa,NJ,7512
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Wisconsin Rapids,WI,54494,US,Wisconsin Rapids,WI,54494
Atlanta,GA,30326,US,Atlanta,GA,30326
Chicago,IL ,60610,US,Chicago,IL ,60610
Madison,WI,53713-2914,US,Madison,WI,53713-2914
Oakland,CA,94612,US,Oakland,CA,94612
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Washington,DC,20024,US,Washington,DC,20024
Toronto,ON,M5V,CA,Toronto,ON,M5V
Laguna Beach,CA,92651,US,Laguna,CA,92651
Boston,MA,2210,US,Boston,MA,2210
Marietta,GA,30067,US,Marietta,GA,30067
Brisbane,Not Found,4101,AU,Brisbane,N/A,4101
Providence,RI,0,US,Providence,RI,N/A
Vancouver,BC,V5Y 1M8,CA,Vancouver,BC,V5Y 1M8
Vancouver ,BC,V6G2M5,Not Available,Vancouver ,BC,V6G2M5
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Lexington,KY,40509,US,Lexington,KY,40509
Dubai,Dubai,120084,Not Available,Dubai,Dubai,120084
Brayford Pool,England,LN6 7TS,GB,Brayford Pool,England,LN6 7TS
Toronto,Not Found,0,CA,Toronto,N/A,N/A
Boston,MA,2110,US,Boston,MA,2110
Houston,TX,77068,US,Houston,TX,77068
Altamonte Springs,FL,0,US,Altamonte Springs,FL,N/A
Tampa,FL,FL,US,Tampa,FL,FL
Not found,Northamptonshire,NN1 5RX,GB,N/A,Northamptonshire,NN1 5RX
Highlands Ranch,CO,0,US,Highlands Ranch,CO,N/A
Seattle,Washington,98121,US,Seattle,Washington,98121
Novi,MI,0,US,Novi,MI,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Irvine,CA,92612,US,Irvington,CA,92612
Ewell Village,Surrey,KT17 4AF,GB,Ewell Village,Surrey,KT17 4AF
Not found,Dublin,0,IE,N/A,Dublin,N/A
Malibu,CA,90265,US,Malibu,CA,90265
Macerata,Marche,62100,IT,Macerata,Marche,62100
Euless,TX,76040,US,Euless,TX,76040
Montpelier,VT,5602,US,Montpelier,VT,5602
Kirtland,NM,87417,US,Kirtland,NM,87417
Blairsville,Georgia,30512,US,Blairsville,Georgia,30512
Austin,TX,78701,US,Austin,TX,78701
Montego Bay,Saint James,0,JM,Montego Bay,Saint James,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Norwich,Norfolk,NR2 4PA,GB,Norwich,Norfolk,NR2 4PA
London,London,N1 0QH,GB,London,London,N1 0QH
Copenhagen,Staden Kobenhavn,1620,DK,Copenhagen,Staden Kobenhavn,1620
Asheville,NC,28806,US,Asheville,NC,28806
Not found,Not Found,0,Not Available,N/A,N/A,N/A
New York,NY,10012,US,New York,NY,10012
Atlanta,GA,30313,US,Atlanta,GA,30313
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Enoch,AB,T7X 3Y3,CA,Enoch,AB,T7X 3Y3
Oroville,CA,95965,US,Oroville,CA,95965
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,7065,Not Available,N/A,N/A,7065
London,Not Found,EC2A 3HJ,GB,London,N/A,EC2A 3HJ
Kitchener,ON,N2A 3Z7,CA,Kitchener,ON,N2A 3Z7
Mankato,MN,56001,US,Mankato,MN,56001
Cardiff By The Sea,CA,92007,US,Cardiff,CA,92007
Greensboro,NC,27405,US,Greensboro,NC,27405
Calgary,AB,T2P 1J9,CA,Calgary,AB,T2P 1J9
Not found,Not Found,0,Not Available,N/A,N/A,N/A
San Diego,CA,92101,US,San Diego,CA,92101
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Blacksburg,VA,24060,US,Blacksburg,VA,24060
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Nashville,TN,37201,US,Nashville,TN,37201
Seattle,WA,98107,US,Seattle,WA,98107
St. Paul,MN,55101,US,St. Paul,MN,55101
Voorhees Township,NJ,0,US,Voorhees Township,NJ,N/A
Louisville,KY,40206,US,Louisville,KY,40206
New York,NY,0,US,New York,NY,N/A
New York,NY,10036,US,New York,NY,10036
Torrance,CA,90503,US,Torrance,CA,90503
Brisbane,Queensland,4000,AU,Brisbane,Queensland,4000
Beijing,Beijing,0,CN,Beijing,Beijing,N/A
Not found,Not Found,CF37 1DL,Not Available,N/A,N/A,CF37 1DL
Not found,Not Found,0,Not Available,N/A,N/A,N/A
SF,CA,0,US,SF,CA,N/A
Milpitas,CA,95035,US,Milpitas,CA,95035
Chicago,IL,0,US,Chicago,IL,N/A
Hershey,PA,0,US,Hershey,PA,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Atlanta,GA,30328,US,Atlanta,GA,30328
Fort Washington,MD,20744,US,Washington,MD,20744
Katy,TX,77493,US,Katy,TX,77493
Liecester,Liecestershire,LE1,GB,Liecester,Liecestershire,LE1
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Orlando,FL,32801,US,Orlando,FL,32801
Tampa,FL,33605,US,Tampa,FL,33605
Manchester,NH,3101,US,Manchester,NH,3101
New York,NY,10001,US,New York,NY,10001
Dublin,CA,94568,US,Dublin,CA,94568
Virginia Beach ,VA ,23452,US,Virginia Beach ,VA ,23452
Not found,Not Found,61054,Not Available,N/A,N/A,61054
New York,Not Found,0,US,New York,N/A,N/A
Sydney,NSW,2000,AU,Sydney,NSW,2000
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Monterey,CA,93940,US,Monterey,CA,93940
San Antonio,TX,78212,US,San Antonio,TX,78212
Fort Worth,TX,76244,US,Fort Worth,TX,76244
London,London,NW14RY,GB,London,London,NW14RY
Phoenix,AZ,85032,US,Phoenix,AZ,85032
Goddard,Kansas,67052,US,Goddard,Kansas,67052
Newark,DE,19713,US,Newark,DE,19713
Mandurah,WA,6210,AU,Mandurah,WA,6210
Perryton,TX,0,US,Perryton,TX,N/A
City of Orange,NJ,7050,US,City of Orange,NJ,7050
Jamaica,NY,11436,US,Jamaica,NY,11436
Grays,Thurrock,Essex,GB,Grays,Thurrock,Essex
Ballyconnell,Wicklow,0,IE,Ballyconnell,Wicklow,N/A
New York,NY,10013,US,New York,NY,10013
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Minneapolis,MN,55455,US,Minneapolis,MN,55455
St. Louis,MO,0,US,St. Louis,MO,N/A
San Francisco,Not Found,0,US,San Francisco,N/A,N/A
Oakville,ON,L6L 2X4,CA,Oakville,ON,L6L 2X4
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Pasadena,CA,91107,US,Pasadena,CA,91107
Riverside,CA,92507,US,Riverside,CA,92507
King Of Prussia,PA,19406,US,Kingston,PA,19406
Asheboro,NC,27203,US,Asheboro,NC,27203
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Denison,TX,75020,US,Denison,TX,75020
Madison,WI,53704,US,Madison,WI,53704
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Columbus,OH,43085,US,Columbus,OH,43085
Irving,TX,75039,US,Irvington,TX,75039
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Middleburg,VA,22130,US,Middleburg,VA,22130
Edmonton,AB,T6A 0A2,CA,Edmonton,AB,T6A 0A2
El Paso,TX,79968,US,El Paso,TX,79968
Miami,FL,33132,US,Miami,FL,33132
Toronto,ON,M5S 3K7,CA,Toronto,ON,M5S 3K7
Marrakesh,Marrakesh-Tensift-El Haouz,0,MA,Marrakesh,Marrakesh-Tensift-El Haouz,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Dublin,Dublin,0,IE,Dublin,Dublin,N/A
Ardsley,NY,10502,US,Ardsley,NY,10502
Chico,CA,95928,US,Chico,CA,95928
Charlotte,NC,28278,US,Charlotte,NC,28278
Hamilton,ON,L9G 3K9,CA,Hamilton,ON,L9G 3K9
Toronto,ON,0,CA,Toronto,ON,N/A
Malvern,PA,19355,US,Malvern,PA,19355
San Diego,CA,92103,US,San Diego,CA,92103
El Dorado,KS,67042-9358,US,El Dorado,KS,67042-9358
Madrid,Comunidad de Madrid,28028,ES,Madrid,Comunidad de Madrid,28028
Salem,OR,97317,US,Salem,OR,97317
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Pasadena,CA,91182,US,Pasadena,CA,91182
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,SG,N/A,N/A,N/A
Bloomsbury,NJ,8804,US,Bloomsbury,NJ,8804
BEDFORD,TX,76021,US,BEDFORD,TX,76021
Los Angeles,CA,90048,US,Los Angeles,CA,90048
Mississauga,Ontario,L5T2Z7,CA,Mississauga,ON,L5T2Z7
Fontana,CA,92335,US,Fontana,CA,92335
Not found,State / Province / Region,Zip / Postal Code,Not Available,N/A,N/A,N/A
Coronado,CA,92118,US,Coronado,CA,92118
San Juan,San Juan,0,PR,San Juan,San Juan,N/A
Pescara,Abruzzo,65122,IT,Pescara,Abruzzo,65122
Washington,DC,0,US,Washington,DC,N/A
Las Vegas,NV,89117,US,Las Vegas,NV,89117
Chicago,Not Found,60607,US,Chicago,N/A,60607
Not found,Not Found,0,Not Available,N/A,N/A,N/A
San Francisco,CA,94104,US,San Francisco,CA,94104
Olde West Chester,OH,45069,US,Olde West Chester,OH,45069
Cambridge ,Not Found,CB3 9DT,GB,Cambridge ,N/A,CB3 9DT
Paris,Not Found,75017,FR,Paris,N/A,75017
Boise,ID,0,US,Boise,ID,N/A
Montreal,QC,0,CA,Montreal,QC,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Phoenix,AZ,85085,US,Phoenix,AZ,85085
College Park,GA,30337,US,College Park,GA,30337
New York,NY,10001,US,New York,NY,10001
New York,NY,10022,US,New York,NY,10022
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,518457,Not Available,N/A,N/A,518457
London,England,EC1M,GB,London,England,EC1M
La Mesa,CA,91942,US,La Mesa,CA,91942
North Miami,FL,33181,US,Miami,FL,33181
Seaside,CA,93955,US,Seaside,CA,93955
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Anderlecht,Brussels Hoofdstedelijk Gewest,1070,BE,Anderlecht,Brussel,1070
North Las Vegas,NV,0,US,Las Vegas,NV,N/A
Cape Town,WC,7925,ZA,Cape Town,WC,7925
Not found,Not Found,48170,Not Available,N/A,N/A,48170
Toronto,Not Found,M5T 2G8,CA,Toronto,N/A,M5T 2G8
College Park,MD,20740,US,College Park,MD,20740
Accra,Ghana,0,KE,Accra,Ghana,N/A
Cambridge,England,CB2,GB,Cambridge,England,CB2
Jeffersonville,OH,0,US,Jefferson,OH,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Miami,FL,0,US,Miami,FL,N/A
Chicago,IL,60611,US,Chicago,IL,60611
Austin,TX,78746,US,Austin,TX,78746
Irving,Texas,75039,US,Irvington,Texas,75039
Newmarket,ON,L3Y 4V9,CA,Newmarket,ON,L3Y 4V9
Edinburgh,Scotland,EH1 2QA,GB,Edinburgh,Scotland,EH1 2QA
Himrod,Not Found,14842,US,Himrod,N/A,14842
Tourcoing,Nord-Pas-de-Calais,59200,FR,Tourcoing,Nord-Pas-de-Calais,59200
London,Gt Lon,NW1 2EZ,GB,London,London,NW1 2EZ
Austin,TX,78701,US,Austin,TX,78701
New York,NY,10001,US,New York,NY,10001
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Westbrook,CT,6498,US,Westbrook,CT,6498
Alfornelos,Lisboa,2715-311,PT,Alfornelos,Lisboa,2715-311
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Newark,CA,94560,US,Newark,CA,94560
Claremore,OK,0,US,Claremont,OK,N/A
Dunmurry,Northern Ireland,BT10 0NF,GB,Dunmurry,NI,BT10 0NF
Atlanta,GA,30303,US,Atlanta,GA,30303
Brighton And Hove,Not Found,BN2 1TF,GB,Brighton And Hove,N/A,BN2 1TF
South Hurstville,NSW,0,AU,South Hurstville,NSW,N/A
Toronto,Ontario,0,CA,Toronto,ON,N/A
New Orleans,LA,70125,US,New Orleans,LA,70125
Great Missenden,Buckinghamshire,HP16 0AX,GB,Great Missenden,Buckinghamshire,HP16 0AX
London,London,W1T 1JG,GB,London,London,W1T 1JG
Pittsburgh,PA,15212,US,Pittsburgh,PA,15212
Plymouth,MI,48170,US,Plymouth,MI,48170
Highland Park,Illinois,60035,US,Highland Park,IL,60035
Not found,Not Found, ,Not Available,N/A,N/A, 
Carmel-by-the-Sea,CA,0,US,Carmel,CA,N/A
Metairie,LA,70002,US,Metairie,LA,70002
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Luzern,Luzern,6003,CH,Luzern,Luzern,6003
Honiton,Devon,EX14 3PG,GB,Honiton,Devon,EX14 3PG
San Francisco,CA,94105,US,San Francisco,CA,94105
Sheridan,CO,80110,US,Sheridan,CO,80110
Crieff,Perth And Kinross,PH7 3LQ,GB,Crieff,Perth And Kinross,PH7 3LQ
Houston,TX,77002,US,Houston,TX,77002
Baltimore ,MD ,21223,US,Baltimore ,MD ,21223
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Hong Kong,Not Found,0,HK,Hong Kong,N/A,N/A
Philadelphia,PA,19153,US,Philadelphia,PA,19153
New York,NY,10013,US,New York,NY,10013
Kansas City,MO,64112,US,Kansas City,MO,64112
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Cincinnati,OH,45219,US,Cincinnati,OH,45219
Manchester,Manchester,M15 4GB,GB,Manchester,Manchester,M15 4GB
Barcelone,CT,0,ES,Barcelona,CT,N/A
Philadelphia,PA,19146,US,Philadelphia,PA,19146
Chicago,Not Found,60603,US,Chicago,N/A,60603
Nedlands,WA,6009,AU,Nedlands,WA,6009
Hollywood,CA,90028,US,Hollywood,CA,90028
London,Not Found,SW1P 3BT,GB,London,N/A,SW1P 3BT
Irvine,CA,92618,US,Irvington,CA,92618
London,London,N1 6NT,GB,London,London,N1 6NT
Ipswich,Suffk,IP3 9BF,GB,Ipswich,Suffk,IP3 9BF
Cleveland,OH,44120,US,Cleveland,OH,44120
Edinburgh,"Edinburgh, City Of",EH1 1QS,GB,Edinburgh,Edinburgh,EH1 1QS
Pittsburgh,PA,15224,US,Pittsburgh,PA,15224
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Sarasota,FL,34201,US,Sarasota,FL,34201
Huntsville,AL,35810,US,Huntsville,AL,35810
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Pensacola,FL,32504,US,Pensacola,FL,32504
Grapevine,TX,76051,US,Grapevine,TX,76051
Not found,Not Found,0,Not Available,N/A,N/A,N/A
San Diego,CA,77043,US,San Diego,CA,77043
Hallandale Beach,FL,33009,US,Hallandale,FL,33009
Oakland,CA,94607,US,Oakland,CA,94607
Norwalk,CT,6854,US,Norwalk,CT,6854
Boston,MA,2111,US,Boston,MA,2111
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Warsaw,Warszawa,0,PL,Warsaw,Warszawa,N/A
London,Not Found,SE1 6RU,GB,London,N/A,SE1 6RU
Xian,Shaanxi,0,CN,Xian,Shaanxi,N/A
Addison,TX,75001,US,Addison,TX,75001
Auckland,Auckland,2104,NZ,Auckland,Auckland,2104
Cambridge,MA,2142,US,Cambridge,MA,2142
Newark,CA,94560,US,Newark,CA,94560
Washington,DC,20017,US,Washington,DC,20017
Stratford,ON,N5A,CA,Stratford,ON,N5A
Fort Washington,MD,20744,US,Washington,MD,20744
Orlando,FL,32810,US,Orlando,FL,32810
Sandy Spring,Md ,29860,Not Available,Sandy Spring,Md ,29860
Louisville,KY,40202,US,Louisville,KY,40202
Chicago,IL,60608,US,Chicago,IL,60608
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Lafayette,CO,80026,US,Lafayette,CO,80026
Los Angeles,CA,90026,US,Los Angeles,CA,90026
New York,NY,11201,US,New York,NY,11201
Not found,Not Found,0,MA,N/A,N/A,N/A
成都,china,0,Not Available,成都,china,N/A
New York,NY,10023,US,New York,NY,10023
Sherwood Park,Alberta,T8C 1J7,CA,Sherwood Park,Alberta,T8C 1J7
Not found,Not Found,SE1 9NH,Not Available,N/A,N/A,SE1 9NH
Portland,OR,97204,US,Portland,OR,97204
Kansas City,MO,64105,US,Kansas City,MO,64105
Ottawa,ON,K1N,CA,Ottawa,ON,K1N
Not found,Not Found,LS2 9JT,Not Available,N/A,N/A,LS2 9JT
Mackinac Island,MI,0,US,Mackinac Island,MI,N/A
St Louis,MO,63118,US,St Louis,MO,63118
San Jose,CA,95129,US,San Jose,CA,95129
Oporto,Porto District,4050-53,PT,Oporto,Porto District,4050-53
Vejle,Vejle,7100,DK,Vejle,Vejle,7100
Stone Mountain,GA,30088,US,Stone Mountain,GA,30088
Leeds,Leeds,LS2 8AJ,GB,Leederville,Leeds,LS2 8AJ
Not found,VIC,3280,AU,N/A,VIC,3280
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Newport Beach,CA,0,US,Newport,CA,N/A
Arlington,WI,53911,US,Arlington,WI,53911
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Lawrenceville,GA,30043,US,Lawrenceville,GA,30043
Tintern,Gwent,NP16 6SE,GB,Tintern,Gwent,NP16 6SE
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Calgary,Alberta,T2E 3Z3,CA,Calgary,Alberta,T2E 3Z3
McLean,VA,22102,US,McLean,VA,22102
Providence,RI,2903,US,Providence,RI,2903
Aberdeen,Aberdeen City,AB10 7QG,GB,Aberdeen,Aberdeen City,AB10 7QG
Winston-Salem,NC,27105,US,Winston-Salem,NC,27105
San Frnisco,Not Found,94129,CA,San Francisco,N/A,94129
Topanga,CA,0,US,Topanga,CA,N/A
Philadelphia,PA,19148,US,Philadelphia,PA,19148
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Somerville,MA,2143,US,Somerville,MA,2143
San Jose,CA,95110,US,San Jose,CA,95110
Chicago,IL,60615,US,Chicago,IL,60615
Kansas City,MO,64105,US,Kansas City,MO,64105
Birmingham,Birmingham,B15 2TT,GB,Birmingham,Birmingham,B15 2TT
Chicago,IL,60611,US,Chicago,IL,60611
Nepean,ON,K2H 8X3,CA,Nepean,ON,K2H 8X3
San Francisco,CA,94105,US,San Francisco,CA,94105
Sevenoaks,Kent,TN15 6NA,GB,Sevenoaks,Kent,TN15 6NA
Not found,Not Found,60606,Not Available,N/A,N/A,60606
New York,NY,10019,US,New York,NY,10019
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Los Angeles,Ca,90046,US,Los Angeles,Ca,90046
Wellington,Wellington,6242,NZ,Wellington,Wellington,6242
Boca Raton,FL,33487,US,Boca Raton,FL,33487
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Seoul,Not Found,0,KR,Seoul,N/A,N/A
Not found,Shropshire,SY5 6QG,GB,N/A,Shropshire,SY5 6QG
Saint Peters,MO,63376,US,Saint Peters,MO,63376
Arlington,TX,76013,US,Arlington,TX,76013
Santa Clara,CA,95054,US,Santa Clara,CA,95054
New York,NY,10023,US,New York,NY,10023
San Francisco,CA,94111,US,San Francisco,CA,94111
St Elizabeth,JAMAICA,12345,US,Elizabeth,JAMAICA,12345
Mill Valley,CA,94941,US,Mill Valley,CA,94941
Philadelphia,PA,19148,US,Philadelphia,PA,19148
Las Vegas,NV,89169,US,Las Vegas,NV,89169
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Albuquerque,NM,87114,US,Alburquerque,NM,87114
Oakville,Ontario,L6H 6E1,CA,Oakville,ON,L6H 6E1
Bristow,VA,20136,US,Bristol,VA,20136
Portland,OR,97205,US,Portland,OR,97205
Miami,FL,33143,US,Miami,FL,33143
Villa Park,IL,60180,US,Villa Park,IL,60180
Ft. Lauderdale,FL,33309,US,Fort Myers,FL,33309
Pigeon Forge,TN,0,US,Pigeon Forge,TN,N/A
Atlanta,GA,30313,US,Atlanta,GA,30313
Manchester,Gt Man,0,GB,Manchester,Gt Man,N/A
Buenos Aires,Autonomous City of Buenos Aires,0,AR,Buenos Aires,Buenos Aires,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Edinburgh,"Edinburgh, City Of",EH21 6UU,GB,Edinburgh,Edinburgh,EH21 6UU
Plantation,FL,33313,US,Plantation,FL,33313
Pittsburgh,PA,15203,US,Pittsburgh,PA,15203
Bondi Beach,New South Wales,2026,AU,Bondi,NSW,2026
Lisbon,Lisboa,1649-026,PT,Lisbon,Lisboa,1649-026
Constantine,MI,49042,US,Constantine,MI,49042
Saint Petersburg,Saint Petersburg,0,RU,Saint Petersburg,Saint Petersburg,N/A
Lincoln,Lincs,LN5 7PJ,GB,Lincoln,Lincs,LN5 7PJ
Not found,Cairo Governorate,0,EG,N/A,Cairo Governorate,N/A
Newhall,CA,91321,US,Newhall,CA,91321
Largo,FL,33771,US,Largo,FL,33771
New York,NY,10013,US,New York,NY,10013
Robina,QLD,4226,AU,Robina,QLD,4226
Aurora,CO,80016,US,Aurora,CO,80016
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Fort Washington,MD,20745,US,Washington,MD,20745
Columbus,OH,43215,US,Columbus,OH,43215
Glendale,CA,91203,US,Glendale,CA,91203
Medellín,Antioquia,0,CO,Medellín,Antioquia,N/A
New York,NY,10016,US,New York,NY,10016
Marblehead,MA,1945,US,Marblehead,MA,1945
Fredericksburg,VA,22401,US,Fredericksburg,VA,22401
Perth,Western Australia,6155,AU,Perth,AU,6155
Not found,Not Found,Dublin 24,Not Available,N/A,N/A,N/A
Al Mina,North,0,LB,Al Mina,North,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Holland,MI,49424,US,Holland,MI,49424
Carbondale,IL,62901,US,Carbondale,IL,62901
Vancouver,BC,V2X 0T8,CA,Vancouver,BC,V2X 0T8
Worcester,MA,1609,US,Worcester,MA,1609
Bedford,England,MK43 7RE,GB,Bedford,England,MK43 7RE
Woodbridge,VA,22193,US,Woodbridge,VA,22193
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Glastonbury,Somerset,BA6 9JX,GB,Glastonbury,Somerset,BA6 9JX
Surrey Hills ,Not Found,3127,Not Available,Surrey Hills ,N/A,3127
Melbourne,FL,32901,US,Melbourne,FL,32901
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Delhi,Delhi,110030,IN,New Delhi,Delhi,110030
Rochester,MN,55902,US,Rochester,MN,55902
Boston,MA,2467,US,Boston,MA,2467
Not found,LA,70131,US,N/A,LA,70131
3260 Figueiró dos Vinhos ,Not Found,0,PT,3260 Figueiró dos Vinhos ,N/A,N/A
Brighton,The City of Brighton and Hove,BN1 1NE,GB,Brighton,Brighton,BN1 1NE
San Antonio,TX,78212,US,San Antonio,TX,78212
Berkeley,CA,94702,US,Berkeley,CA,94702
Not found,Not Found,0,Not Available,N/A,N/A,N/A
"Lismore, Newcastle, Orange and Wollongong",Not Found,0,AU,Lismore,N/A,N/A
Toronto,ON,0,CA,Toronto,ON,N/A
Macclesfield,England,SK11 0AP,GB,Manchester,England,SK11 0AP
Sunnyvale,CA,0,US,Sunnyvale,CA,N/A
Knoxville,TN,37922,US,Knoxville,TN,37922
Durham,NC,27703,US,Durham,NC,27703
Fayetteville ,NC,28303,US,Fayette,NC,28303
Indianola,WA,98342,US,Indianola,WA,98342
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Redwood City,CA,94065,US,Woodside,CA,94065
New York,NY,10018,US,New York,NY,10018
Paris,Ile De France,75010,FR,Paris,FR,75010
Ottawa,Ontario,0,CA,Ottawa,ON,N/A
Washington,DC,20003,US,Washington,DC,20003
Houston,TX,77002,US,Houston,TX,77002
London,Greater London,SW1P 3AA,GB,London,London,SW1P 3AA
Charlottesville,VA,22903,US,Charlottesville,VA,22903
Freehold,NJ,7726,US,Freehold,NJ,7726
Costa Mesa,CA,92626,US,Costa Mesa,CA,92626
Phoenix,AZ,85040,US,Phoenix,AZ,85040
Chicago,IL,60611,US,Chicago,IL,60611
Atlanta,GA,30339,US,Atlanta,GA,30339
Toledo,OH,43615,US,Toledo,OH,43615
Fresno,CA,93728,US,Fresno,CA,93728
Dawsonville,GA,30534,US,Dawsonville,GA,30534
York,Not Found,YO1 8RZ,GB,York,N/A,YO1 8RZ
Ontario,CA,91764,US,Ontario,CA,91764
London,London,SE1 2HZ,GB,London,London,SE1 2HZ
Chicago,IL,60628,US,Chicago,IL,60628
